,index,Unnamed: 0,Preliminary Risk Category,Neighborhood,Address,Year Built,No. Stories,Retrofit Level,Building Use,Estimated Number of Occupants,Confirmation Source,lattitude,longitude
373,374,374,Critical Risk,Central Area/Squire Park,172 20th Ave,1920,3,Visible retrofit,Schools,101+,Field Visit,37.7846782,-122.4794642
374,375,375,Medium Risk,Central Area/Squire Park,1810 15th Ave,1925,4,No visible retrofit,Residential,11-100,Google Street View,36.778261,-119.4179324
375,376,376,Medium Risk,Central Area/Squire Park,1841 16th Ave,1906,4,Substantial Alteration,Residential,11-100,Permit Drawing Review,47.617776299999996,-122.3114372
376,377,377,Medium Risk,Central Area/Squire Park,2002 E Union St,1908,2,No visible retrofit,Commercial/Residential,11-100,Field Visit,47.6131636,-122.3058982
377,378,378,Medium Risk,Central Area/Squire Park,2018 E Union St,1930,1,Permitted Retrofit,Commercial,101+,Google Street View,37.7976844,-122.4324967
378,379,379,Medium Risk,Central Area/Squire Park,2300 E Spruce St,1907,1,No visible retrofit,Public Assembly,11-100,Field Visit,33.870257200000005,-117.83133909999998
380,381,381,Critical Risk,Central Area/Squire Park,400 23rd Ave,1923,3,Substantial Alteration,Schools,101+,Sandborn Insurance Maps,37.7734712,-122.23565220000002
381,382,382,Medium Risk,Central Area/Squire Park,722 18th Ave,1908,2,No visible retrofit,Government,101+,Google Street View,37.774307,-122.47646499999999
382,383,383,Medium Risk,Central Area/Squire Park,2300 E Yesler Way,1913,1,Substantial Alteration,Public Assembly,11-100,Permit Drawing Review,47.6019184,-122.30165020000001
383,384,384,Critical Risk,Central Area/Squire Park,2410 E Cherry St,1902,3,Substantial Alteration,Schools,101+,Permit Drawing Review,47.608511,-122.30081899999999
384,385,385,High Risk,Central Area/Squire Park,800 18th Ave,1901,2,No visible retrofit,Public Assembly,101+,Field Visit,38.5793546,-121.4819252
385,386,386,Medium Risk,Central Area/Squire Park,806 20th Ave,1910,1,No visible retrofit,Public Assembly,11-100,Permit Drawing Review,37.7728174,-122.47886170000001
386,387,387,Critical Risk,Central Area/Squire Park,810 18th Ave,1904,3,Permitted Retrofit,Schools,101+,Permit Drawing Review,34.0348803,-118.49124180000001
387,388,388,Medium Risk,Central Area/Squire Park,820 18th Ave,1904,2,No visible retrofit,Residential,10-Jan,Google Street View,37.4756638,-122.18811880000001
388,389,389,High Risk,Columbia City,3804 S Hudson St,1920,1,Permitted Retrofit,Public Assembly,101+,Field Visit,39.647558200000006,-104.92709029999999
389,390,390,Medium Risk,Columbia City,3806 S Ferdinand St,1921,1,No visible retrofit,Commercial,101+,Google Street View,47.55809489999999,-122.28458559999999
390,391,391,Medium Risk,Columbia City,3808 S Edmunds St,1925,1,Substantial Alteration,Commercial,11-100,Permit Drawing Review,47.5588376,-122.2850324
391,392,392,Critical Risk,Columbia City,4200 S Mead St,1912,2,Permitted Retrofit,Schools,101+,Field Visit,47.550814,-122.2804746
392,393,393,Medium Risk,Columbia City,4243 Rainier Ave S,1926,1,No visible retrofit,Commercial,11-100,Google Street View,47.5644206,-122.28857250000001
393,394,394,Medium Risk,Columbia City,4820 Rainier Ave S,1920,2,No visible retrofit,Commercial/Residential,11-100,Field Visit,47.5588854,-122.28532820000001
394,395,395,Medium Risk,Columbia City,4850 Rainier Ave S,1907,3,No visible retrofit,Commercial/Residential,101+,Field Visit,47.558567,-122.28518400000002
395,396,396,Medium Risk,Columbia City,4860 Rainier Ave S,1909,2,Permitted Retrofit,Commercial/Office,11-100,Field Visit,47.5583463,-122.2849415
396,397,397,Medium Risk,Columbia City,4868 Rainier Ave S,1908,1,Permitted Retrofit,Commercial,11-100,Field Visit,47.558116600000005,-122.28486310000001
397,398,398,Medium Risk,Columbia City,4869 Rainier Ave S,1928,1,No visible retrofit,Commercial,11-100,Field Visit,47.5581258,-122.28543859999999
398,399,399,Medium Risk,Columbia City,4873 Rainier Ave S,1908,2,No visible retrofit,Commercial/Office,101+,Field Visit,47.5579695,-122.2853297
399,400,400,Medium Risk,Columbia City,4900 Rainier Ave S,1901,3,Permitted Retrofit,Commercial/Residential,11-100,Permit Drawing Review,47.55764779999999,-122.28475300000001
400,401,401,Medium Risk,Columbia City,4901 Rainier Ave S,1913,1,No visible retrofit,Commercial,11-100,Permit Drawing Review,47.5576859,-122.285257
401,402,402,Medium Risk,Columbia City,4909 Rainier Ave S,1906,2,Substantial Alteration,Commercial/Residential,101+,Permit Drawing Review,47.557558,-122.2852731
402,403,403,Medium Risk,Columbia City,4918 Rainier Ave S,1920,1,Substantial Alteration,Commercial,11-100,Field Visit,47.557214200000004,-122.28445159999998
403,404,404,Medium Risk,Columbia City,5000 Rainier Ave S,1910,1,No visible retrofit,Commercial,101+,Google Street View,47.556933799999996,-122.2842763
404,405,405,Medium Risk,Columbia City,5020 Rainier Ave S,1926,1,No visible retrofit,Commercial,11-100,Google Street View,47.5564066,-122.28370149999999
405,406,406,Medium Risk,Columbia City,5021 Rainier Ave S,1924,1,No visible retrofit,Commercial,11-100,Google Street View,47.5564912,-122.28445330000001
406,407,407,High Risk,Columbia City,4721 Rainier Ave S,1914,1,Permitted Retrofit,Public Assembly,101+,Field Visit,47.5599019,-122.28706310000001
407,408,408,Medium Risk,Columbia City,5600 Rainier Ave S,1926,1,No visible retrofit,Commercial,11-100,Google Street View,47.5517768,-122.27765259999998
408,409,409,Medium Risk,Columbia City,5607 Rainier Ave S,1915,2,No visible retrofit,Commercial/Residential,11-100,Field Visit,47.5516957,-122.2782499
409,410,410,Medium Risk,Columbia City,5609 Rainier Ave S,1920,2,No visible retrofit,Residential,10-Jan,Field Visit,47.5515654,-122.2783003
410,411,411,Medium Risk,Columbia City,5619 Rainier Ave S,1907,2,No visible retrofit,Commercial/Residential,11-100,Field Visit,47.55148870000001,-122.2781374
411,412,412,Medium Risk,Columbia City,5701 Rainier Ave S,1924,2,Permitted Retrofit,Commercial,101+,Google Street View,47.5509867,-122.27786280000001
412,413,413,Medium Risk,Columbia City,5710 Rainier Ave S,1920,2,No visible retrofit,Commercial,11-100,Field Visit,47.5509376,-122.27715390000002
413,414,414,Medium Risk,Columbia City,5718 Rainier Ave S,1919,1,No visible retrofit,Commercial,11-100,Google Street View,47.5507362,-122.27706380000001
414,415,415,Medium Risk,Columbia City,6315 Rainier Ave S,1921,2,No visible retrofit,Industrial,10-Jan,Google Street View,47.5455338,-122.27593859999999
415,416,416,High Risk,Downtown,1007 1st Ave,1901,4,Visible retrofit,Commercial/Residential,101+,Google Street View-Rosettes,47.6048834,-122.3367716
416,417,417,High Risk,Downtown,1008 Western Ave,1905,6,Visible retrofit,Commercial/Office,101+,Field Visit,34.0523711,-118.3090618
417,418,418,Medium Risk,Downtown,1012 1st Ave,1900,5,Substantial Alteration,Commercial/Office,101+,Permit Drawing Review,34.15053220000001,-118.02787169999999
418,419,419,High Risk,Downtown,1015 1st Ave,1901,4,Visible retrofit,Commercial/Residential,101+,Google Street View-Rosettes,34.1506265,-118.02892709999999
419,420,420,Medium Risk,Downtown,1018 1st Ave,1890,5,Permitted Retrofit,Commercial/Office,101+,Google Street View,32.6988136,-117.1729572
420,421,421,High Risk,Downtown,1023 1st Ave,1901,6,Visible retrofit,Commercial/Residential,101+,Google Street View-Rosettes,33.767537100000006,-118.18014850000002
421,422,422,Medium Risk,Downtown,103 Pike St,1910,3,Substantial Alteration,Commercial/Residential,101+,Google Street View,47.6087949,-122.33974309999999
422,423,423,Medium Risk,Downtown,107 Pine St,1900,4,Substantial Alteration,Commercial/Residential,101+,Google Street View,38.3485275,-121.99500659999998
423,424,424,Medium Risk,Downtown,110 Cherry St,1903,3,No visible retrofit,Commercial,11-100,Google Street View,37.7893674,-122.45709599999999
424,425,425,Medium Risk,Downtown,110 Union St,1910,5,Permitted Retrofit,Commercial/Office,101+,Google Street View,38.089931,-122.23683500000001
425,426,426,Medium Risk,Downtown,1119 1st Ave,1892,5,Permitted Retrofit,Commercial/Residential,101+,Google Street View,47.611501399999995,-122.34335
426,427,427,High Risk,Downtown,114 Pike St,1924,2,Substantial Alteration,Public Assembly,101+,Permit Drawing Review,33.9035231,-117.5007254
427,428,428,Medium Risk,Downtown,115 Cherry St,1900,7,No visible retrofit,Commercial/Office,101+,Photos from Previous Surveys,37.7892684,-122.4575383
428,429,429,Medium Risk,Downtown,120 Pike St,1904,7,Substantial Alteration,Commercial,101+,Permit Drawing Review,39.224224,-84.442673
429,430,430,Medium Risk,Downtown,1201 2nd Ave,1900,2,Visible retrofit,Commercial/Office,101+,Google Street View-Rosettes,37.5725918,-122.3151108
430,431,431,High Risk,Downtown,1201 Western Ave,1910,5,Visible retrofit,Commercial,101+,Google Street View-Rosettes,34.049152299999996,-118.30937800000001
431,432,432,Medium Risk,Downtown,1206 1st Ave,1900,2,No visible retrofit,Commercial,11-100,Permit Drawing Review,32.6120567,-117.0597555
432,433,433,Medium Risk,Downtown,121 Stewart St,1914,2,Permitted Retrofit,Commercial/Office,101+,Google Street View,44.296995200000005,-78.32523470000001
433,434,434,Medium Risk,Downtown,1216 1st Ave,1900,4,No visible retrofit,Commercial/Residential,101+,Google Street View,33.7453075,-117.8840179
434,435,435,Medium Risk,Downtown,1221 2nd Ave,1906,6,Visible retrofit,Commercial/Office,101+,Google Street View-Rosettes,32.610482,-117.0630196
435,436,436,Medium Risk,Downtown,1315 1st Ave,1900,3,Substantial Alteration,Residential,101+,Permit Drawing Review,40.766938,-73.956929
436,437,437,Medium Risk,Downtown,1319 Western Ave,1900,1,Permitted Retrofit,Commercial,11-100,Google Street View,34.9662991,-120.4503228
437,438,438,Medium Risk,Downtown,1400 Western Ave,1915,4,Visible retrofit,Commercial/Residential,101+,Google Street View-Rosettes,34.0460979,-118.30886559999999
438,439,439,High Risk,Downtown,1413 3rd Ave,1907,3,Visible retrofit,Public Assembly,101+,Google Street View-Rosettes,34.0154757,-118.4954237
439,440,440,High Risk,Downtown,1414 Alaskan Way,1909,4,Visible retrofit,Commercial/Office,101+,Google Street View,47.6076192,-122.3409842
440,441,441,Medium Risk,Downtown,1416 3rd Ave,1902,3,Substantial Alteration,Commercial/Office,101+,Permit Drawing Review,34.045628,-118.31971899999999
441,442,442,High Risk,Downtown,1423 1st Ave,1900,2,Substantial Alteration,Public Assembly,101+,Permit Drawing Review,34.142468,-117.974752
442,443,443,Medium Risk,Downtown,1423 4th Ave,1909,2,No visible retrofit,Commercial,11-100,Permit Drawing Review,37.7969425,-122.2543773
443,444,444,High Risk,Downtown,1426 1st Ave,1916,2,Visible retrofit,Public Assembly,101+,Google Street View,47.6085565,-122.3393269
444,445,445,High Risk,Downtown,1507 Western Ave,1910,6,No visible retrofit,Commercial/Residential,11-100,Google Street View,34.180127899999995,-118.2806327
445,446,446,High Risk,Downtown,1510 1st Ave,1923,2,No visible retrofit,Public Assembly,101+,Google Street View,34.1422436,-117.97274440000001
446,447,447,Medium Risk,Downtown,1513 1st Ave,1942,4,Substantial Alteration,Commercial/Residential,101+,Permit Drawing Review,34.1227376,-118.0283748
447,448,448,Medium Risk,Downtown,1513 3rd Ave,1920,1,No visible retrofit,Commercial,11-100,Permit Drawing Review,37.919445700000004,-122.0659624
448,449,449,Medium Risk,Downtown,1516 2nd Ave,1906,4,Visible retrofit,Commercial/Office,101+,Google Street View,34.044893,-118.3185697
449,450,450,Medium Risk,Downtown,1518 Pike Pl,1910,2,Substantial Alteration,Commercial,11-100,Permit Drawing Review,47.6092061,-122.3412533
450,451,451,Medium Risk,Downtown,1520 4th Ave,1907,6,No visible retrofit,Commercial/Office,101+,Permit Drawing Review,37.9739482,-122.53415829999999
451,452,452,Medium Risk,Downtown,1534 Pike Pl,1910,3,Substantial Alteration,Commercial/Residential,11-100,Google Street View,47.609398299999995,-122.3414179
452,453,453,Medium Risk,Downtown,1600 1st Ave,1909,6,No visible retrofit,Commercial/Residential,101+,Google Street View,34.915587,-117.014797
453,454,454,Medium Risk,Downtown,213 Cherry St,1900,5,Visible retrofit,Commercial,11-100,Photos from Previous Surveys,47.6031771,-122.3324351
454,455,455,Medium Risk,Downtown,216 James St,1910,7,Visible retrofit,Other Mixed Uses,101+,Google Street View,36.778261,-119.4179324
455,456,456,Medium Risk,Downtown,410 4th Ave,1909,6,No visible retrofit,Residential,101+,Google Street View,34.0373722,-117.9896275
456,457,457,Medium Risk,Downtown,509 3rd Ave,1908,7,Substantial Alteration,Other Mixed Uses,101+,Photos from Previous Surveys,33.8565041,-118.3940942
457,458,458,Medium Risk,Downtown,521 3rd Ave,1900,4,No visible retrofit,Commercial/Residential,101+,Photos from Previous Surveys,37.778718,-122.46121699999999
458,459,459,Medium Risk,Downtown,524 2nd Ave,1900,5,Permitted Retrofit,Commercial/Office,101+,Google Street View,37.77875,-122.4595838
459,460,460,Medium Risk,Downtown,600 Western Ave,1913,3,Permitted Retrofit,Commercial/Residential,11-100,Google Street View,37.102239000000004,-122.107596
460,461,461,High Risk,Downtown,605 1st Ave,1900,6,Visible retrofit,Commercial/Office,101+,Google Street View,34.101014899999996,-117.64992450000001
461,462,462,High Risk,Downtown,606 1st Ave,1892,6,Permitted Retrofit,Public Assembly,101+,Field Visit,34.1332116,-118.0279632
462,463,463,Medium Risk,Downtown,606 2nd Ave,1900,6,Permitted Retrofit,Commercial/Residential,11-100,Photos from Previous Surveys,37.7772299,-122.4594854
463,464,464,High Risk,Downtown,606 Post Ave,1900,5,Visible retrofit,Commercial/Residential,11-100,Google Street View,37.7883788,-122.40997069999999
464,465,465,Medium Risk,Downtown,614 1st Ave,1902,3,Visible retrofit,Commercial/Office,101+,Field Visit,47.602375,-122.33365400000001
465,466,466,Medium Risk,Downtown,616 1st Ave,1902,7,Visible retrofit,Commercial/Office,101+,Field Visit,36.778261,-119.4179324
466,467,467,Medium Risk,Downtown,619 3rd Ave,1911,6,Permitted Retrofit,Commercial/Residential,101+,Google Street View,38.298777799999996,-122.27950030000001
467,468,468,High Risk,Downtown,619 Post Ave,1901,5,Permitted Retrofit,Commercial,11-100,Google Street View,37.78766629999999,-122.4121094
468,469,469,High Risk,Downtown,625 1st Ave,1900,4,Permitted Retrofit,Commercial/Office,11-100,Google Street View,47.6023662,-122.3345875
469,470,470,Medium Risk,Downtown,627 1st Ave,1908,3,Permitted Retrofit,Commercial/Office,11-100,Google Street View,38.3010092,-122.28141640000001
470,471,471,High Risk,Downtown,809 Western Ave,1906,4,Substantial Alteration,Commercial,11-100,Google Street View,33.8206125,-118.00239170000002
471,472,472,High Risk,Downtown,810 4th Ave,1907,6,No visible retrofit,Public Assembly,101+,Google Street View,34.024125299999994,-118.50471090000002
472,473,473,High Risk,Downtown,811 1st Ave,1900,6,Permitted Retrofit,Commercial/Office,101+,Google Street View,39.7329419,-121.8568615
473,474,474,Medium Risk,Downtown,811 5th Ave,1902,5,Substantial Alteration,Public Assembly,11-100,Permit Drawing Review,37.6353602,-121.0033551
474,475,475,High Risk,Downtown,83 Columbia St,1914,4,No visible retrofit,Commercial/Office,101+,Sandborn Insurance Maps,28.528268100000005,-81.37989540000001
475,476,476,High Risk,Duwamish/SODO,100 S King St,1907,6,Permitted Retrofit,Commercial/Office,101+,Field Visit,47.598569299999994,-122.33380079999999
476,477,477,High Risk,Duwamish/SODO,1000 1st Ave S,1910,6,Substantial Alteration,Commercial/Office,101+,Google Street View,47.593968200000006,-122.33373329999999
477,478,478,Medium Risk,Duwamish/SODO,1003 6th Ave S,1928,2,Permitted Retrofit,Commercial,11-100,Google Street View,39.925608000000004,-122.1831636
478,479,479,High Risk,Duwamish/SODO,1014 1st Ave S,1907,4,Substantial Alteration,Commercial/Office,11-100,Google Street View,47.5936131,-122.33369640000002
479,480,480,Critical Risk,Duwamish/SODO,1022 1st Ave S,1909,4,Permitted Retrofit,Schools,11-100,Google Street View,36.778261,-119.4179324
480,481,481,High Risk,Duwamish/SODO,111 S Jackson St,1904,5,Permitted Retrofit,Commercial,101+,Google Street View,47.5990148,-122.33383710000001
481,482,482,Medium Risk,Duwamish/SODO,115 S Jackson St,1900,2,No visible retrofit,Commercial/Office,101+,Google Street View,36.6056369,-118.06263200000001
482,483,483,High Risk,Duwamish/SODO,1201 1st Ave S,1914,2,No visible retrofit,Public Assembly,101+,Permit Drawing Review,47.592012,-122.3348888
483,484,484,Medium Risk,Duwamish/SODO,123 S Jackson St,1902,2,No visible retrofit,Commercial/Residential,11-100,Google Street View,47.599094,-122.3332075
484,485,485,High Risk,Duwamish/SODO,1518 1st Ave S,1907,6,Permitted Retrofit,Commercial/Residential,101+,Google Street View,47.589617600000004,-122.3336874
485,486,486,High Risk,Duwamish/SODO,1530 1st Ave S,1937,1,Substantial Alteration,Public Assembly,101+,Permit Drawing Review,47.589271000000004,-122.33368899999999
486,487,487,Medium Risk,Duwamish/SODO,1534 1st Ave S,1928,2,No visible retrofit,Commercial/Office,101+,Google Street View,33.765954,-118.1727249
487,488,488,Medium Risk,Duwamish/SODO,1563 6th Ave S,1931,1,No visible retrofit,Commercial,11-100,Google Street View,36.778261,-119.4179324
488,489,489,High Risk,Duwamish/SODO,166 S King St,1907,7,Permitted Retrofit,Commercial/Office,101+,Permit Drawing Review,21.298080399999996,-157.8390894
489,490,490,High Risk,Duwamish/SODO,1700 1st Ave S,1935,2,Permitted Retrofit,Public Assembly,101+,Google Street View,47.587934999999995,-122.3336919
490,491,491,Medium Risk,Duwamish/SODO,1701 1st Ave S,1910,3,No visible retrofit,Commercial/Office,11-100,Google Street View,47.5878784,-122.3345892
491,492,492,High Risk,Duwamish/SODO,171 S Jackson St,1900,5,Permitted Retrofit,Commercial,101+,Google Street View,36.801868400000004,-118.1981456
492,493,493,Medium Risk,Duwamish/SODO,1728 4th Ave S,1946,1,Substantial Alteration,Commercial,11-100,Permit Drawing Review,47.5873125,-122.32878170000001
493,494,494,Medium Risk,Duwamish/SODO,1956 1st Ave S,1930,1,Substantial Alteration,Commercial,11-100,Photos from Previous Surveys,47.5843895,-122.3337112
494,495,495,High Risk,Duwamish/SODO,2200 1st Ave S,1900,4,Permitted Retrofit,Office,101+,Google Street View,47.583602500000005,-122.33369340000002
495,496,496,Medium Risk,Duwamish/SODO,2244 1st Ave S,1918,1,Permitted Retrofit,Commercial,11-100,Field Visit,47.58276179999999,-122.3337169
496,497,497,Medium Risk,Duwamish/SODO,2424 1st Ave S,1918,1,Permitted Retrofit,Commercial,11-100,Permit Drawing Review,47.581039600000004,-122.3337507
497,498,498,Medium Risk,Duwamish/SODO,2440 1st Ave S,1927,1,Visible retrofit,Commercial,101+,Google Street View,47.5806688,-122.333909
498,499,499,Medium Risk,Duwamish/SODO,2450 1st Ave S,1937,1,No visible retrofit,Commercial,11-100,Field Visit,27.769854700000003,-82.666783
499,500,500,Medium Risk,Duwamish/SODO,2724 1st Ave S,1926,1,No visible retrofit,Commercial/Office,11-100,Field Visit,47.578912100000004,-122.3337136
500,501,501,Medium Risk,Duwamish/SODO,2724 6th Ave S,1910,3,Permitted Retrofit,Commercial/Office,11-100,Google Street View,47.578602000000004,-122.3254665
501,502,502,High Risk,Duwamish/SODO,2901 1st Ave S,1927,1,Permitted Retrofit,Public Assembly,101+,Field Visit,47.577535499999996,-122.334701
502,503,503,High Risk,Duwamish/SODO,2915 1st Ave S,1929,2,Substantial Alteration,Public Assembly,101+,Permit Drawing Review,47.5771852,-122.3346493
503,504,504,Medium Risk,Duwamish/SODO,3100 Airport Way S,1890,3,Substantial Alteration,Commercial,11-100,Field Visit,37.793017,-121.2516697
504,505,505,High Risk,Duwamish/SODO,3100 Airport Way S,1890,4,Substantial Alteration,Commercial,11-100,Field Visit,37.793017,-121.2516697
505,506,506,High Risk,Duwamish/SODO,3100 Airport Way S,1939,7,Substantial Alteration,Residential,101+,Permit Drawing Review,37.793017,-121.2516697
506,507,507,High Risk,Duwamish/SODO,3100 Airport Way S,1890,4,No visible retrofit,Commercial,11-100,Field Visit,37.793017,-121.2516697
507,508,508,Medium Risk,Duwamish/SODO,3100 Airport Way S,1890,3,No visible retrofit,Commercial,11-100,Field Visit,37.793017,-121.2516697
508,509,509,Medium Risk,Duwamish/SODO,3100 Airport Way S,1920,2,No visible retrofit,Office,11-100,Field Visit,37.793017,-121.2516697
509,510,510,Medium Risk,Duwamish/SODO,3100 Airport Way S,1900,2,No visible retrofit,Commercial,11-100,Field Visit,37.793017,-121.2516697
510,511,511,Medium Risk,Duwamish/SODO,3100 Airport Way S,1890,2,No visible retrofit,Commercial,11-100,Field Visit,37.793017,-121.2516697
511,512,512,Medium Risk,Duwamish/SODO,3100 Airport Way S,1890,2,No visible retrofit,Commercial,11-100,Field Visit,37.793017,-121.2516697
512,513,513,Medium Risk,Duwamish/SODO,3100 Airport Way S,1900,2,No visible retrofit,Commercial,11-100,Field Visit,37.793017,-121.2516697
513,514,514,Medium Risk,Duwamish/SODO,3100 Airport Way S,1920,1,No visible retrofit,Office,11-100,Field Visit,37.793017,-121.2516697
514,515,515,High Risk,Duwamish/SODO,3100 Airport Way S,1920,1,No visible retrofit,Public Assembly,101+,Sandborn Insurance Maps,37.793017,-121.2516697
515,516,516,Medium Risk,Duwamish/SODO,3100 Airport Way S,1890,3,No visible retrofit,Industrial,10-Jan,Field Visit,37.793017,-121.2516697
516,517,517,Medium Risk,Duwamish/SODO,3200 4th Ave S,1928,1,No visible retrofit,Commercial,11-100,Google Street View,32.7389337,-117.16166650000001
517,518,518,Medium Risk,Duwamish/SODO,3207 1st Ave S,1917,1,No visible retrofit,Commercial,11-100,Field Visit,47.575237,-122.3344673
518,519,519,Medium Risk,Duwamish/SODO,3220 1st Ave S,1918,2,Visible retrofit,Commercial/Office,101+,Google Street View,32.738962300000004,-117.1642039
519,520,520,Medium Risk,Duwamish/SODO,3300 Airport Way S,1957,1,No visible retrofit,Office,11-100,Google Street View,37.920066999999996,-121.26211529999999
520,521,521,Medium Risk,Duwamish/SODO,3667 1st Ave S,1948,1,No visible retrofit,Commercial,11-100,Google Street View,47.5693139,-122.33484779999999
521,522,522,Medium Risk,Duwamish/SODO,3909 Airport Way S,1908,2,No visible retrofit,Other Mixed Uses,11-100,Google Street View,37.8061521,-121.25284850000001
522,523,523,Medium Risk,Duwamish/SODO,3913 Airport Way S,1922,1,No visible retrofit,Industrial,10-Jan,Google Street View,37.8061537,-121.25284860000001
523,524,524,High Risk,Duwamish/SODO,400 Occidental Ave S,1900,6,Substantial Alteration,Commercial/Office,101+,Google Street View,34.0658869,-118.28258190000001
524,525,525,Medium Risk,Duwamish/SODO,4000 Airport Way S,1926,1,No visible retrofit,Office,10-Jan,Sandborn Insurance Maps,37.7928638,-121.25166920000001
525,526,526,Medium Risk,Duwamish/SODO,4003 Airport Way S,1911,3,No visible retrofit,Commercial/Residential,11-100,Google Street View,37.8061907,-121.25285009999999
526,527,527,Medium Risk,Duwamish/SODO,4025 7th Ave S,1906,2,No visible retrofit,Industrial,11-100,Google Street View,36.778261,-119.4179324
527,528,528,Medium Risk,Duwamish/SODO,4100 1st Ave S,1941,2,No visible retrofit,Commercial,11-100,Google Street View,47.566989899999996,-122.3336225
528,529,529,High Risk,Duwamish/SODO,411 1st Ave S,1913,7,Permitted Retrofit,Commercial/Office,101+,Permit Drawing Review,47.5988359,-122.33458459999999
529,530,530,High Risk,Duwamish/SODO,419 Occidental Ave S,1906,7,Substantial Alteration,Commercial/Office,101+,Field Visit,47.5985472,-122.33332790000001
530,531,531,High Risk,Duwamish/SODO,303 S Jackson St,1906,3,Substantial Alteration,Public Assembly,101+,Permit Drawing Review,47.598388899999996,-122.3299086
531,532,532,Medium Risk,Duwamish/SODO,4715 6th Ave S,1914,2,No visible retrofit,Industrial,11-100,Google Street View,36.778261,-119.4179324
532,533,533,Medium Risk,Duwamish/SODO,4786 1st Ave S,1937,1,No visible retrofit,Industrial,11-100,Google Street View,47.5586602,-122.3332304
533,534,534,Medium Risk,Duwamish/SODO,4809 Airport Way S,1942,1,No visible retrofit,Industrial,10-Jan,Google Street View,37.8982545,-121.25441380000001
534,535,535,Medium Risk,Duwamish/SODO,5021 Colorado Ave S,1930,1,No visible retrofit,Commercial,11-100,Field Visit,47.556658,-122.33761240000001
535,536,536,Medium Risk,Duwamish/SODO,5050 1st Ave S,1938,1,Substantial Alteration,Office,11-100,Google Street View,27.7697167,-82.7020432
536,537,537,High Risk,Duwamish/SODO,526 1st Ave S,1909,5,Permitted Retrofit,Commercial/Residential,101+,Permit Drawing Review,47.597563799999996,-122.3337071
537,538,538,Medium Risk,Duwamish/SODO,5300 Denver Ave S,1953,1,No visible retrofit,Office,11-100,Google Street View,47.554846600000005,-122.32497790000001
538,539,539,High Risk,Duwamish/SODO,542 1st Ave S,1904,4,Permitted Retrofit,Commercial/Office,101+,Google Street View,47.5969411,-122.3338065
539,540,540,High Risk,Duwamish/SODO,548 1st Ave S,1904,4,Permitted Retrofit,Industrial,11-100,Google Street View,47.5049191,-122.3336476
540,541,541,High Risk,Duwamish/SODO,55 S Atlantic St,1904,4,Permitted Retrofit,Commercial/Office,101+,Google Street View,47.5899333,-122.3362513
541,542,542,Medium Risk,Duwamish/SODO,553 1st Ave S,1910,3,No visible retrofit,Commercial/Office,11-100,Google Street View,44.8819995,-93.03454090000001
542,543,543,High Risk,Duwamish/SODO,562 1st Ave S,1909,7,No visible retrofit,Commercial/Office,11-100,Google Street View,47.596444299999995,-122.3338358
543,544,544,Medium Risk,Duwamish/SODO,590 1st Ave S,1903,2,Substantial Alteration,Commercial/Residential,101+,Permit Drawing Review,47.595985,-122.33357609999999
544,545,545,Medium Risk,Duwamish/SODO,617 S Dearborn St,1915,1,No visible retrofit,Commercial,11-100,Permit Drawing Review,41.874063,-87.628906
545,546,546,Medium Risk,Duwamish/SODO,655 S Edmunds St,1930,1,No visible retrofit,Industrial,10-Jan,Google Street View,47.559408000000005,-122.3244804
546,547,547,Medium Risk,Duwamish/SODO,804 6th Ave S,1924,2,No visible retrofit,Commercial/Office,11-100,Sandborn Insurance Maps,33.9961713,-118.4691285
547,548,548,Medium Risk,Duwamish/SODO,820 1st Ave S,1920,2,No visible retrofit,Commercial/Office,11-100,Google Street View,34.1306826,-118.02789840000001
548,549,549,Medium Risk,Duwamish/SODO,83 S Jackson St,1909,3,Permitted Retrofit,Commercial/Office,101+,Permit Drawing Review,36.605644700000006,-118.0626108
549,550,550,High Risk,Duwamish/SODO,83 S King St,1904,7,Permitted Retrofit,Commercial/Office,101+,Permit Drawing Review,47.597952299999996,-122.3349437
550,551,551,Medium Risk,Duwamish/SODO,85 S Atlantic St,1937,2,No visible retrofit,Commercial,11-100,Photos from Previous Surveys,28.316956800000003,-80.60843740000001
551,552,552,Medium Risk,Duwamish/SODO,85 S Lander St,1926,1,No visible retrofit,Commercial,11-100,Field Visit,47.57959,-122.334705
552,553,553,High Risk,Duwamish/SODO,900 1st Ave S,1904,4,No visible retrofit,Commercial/Office,101+,Google Street View,34.1302853,-118.0278946
553,554,554,High Risk,Duwamish/SODO,97 S Jackson St,1905,5,Permitted Retrofit,Other Mixed Uses,101+,Google Street View,47.5990157,-122.33475609999999
554,555,555,Medium Risk,Fauntleroy/Seaview,8603 Fauntleroy Way SW,1940,1,No visible retrofit,Government,11-100,Field Visit,47.5304275,-122.4009078
555,556,556,Medium Risk,Fauntleroy/Seaview,8603 Fauntleroy Way SW,1940,1,No visible retrofit,Government,10-Jan,Field Visit,47.5304275,-122.4009078
556,557,557,Medium Risk,Fauntleroy/Seaview,6045 California Ave SW,1926,1,No visible retrofit,Commercial,10-Jan,Field Visit,47.5471607,-122.3873814
557,558,558,Medium Risk,Fauntleroy/Seaview,6056 California Ave SW,1926,1,No visible retrofit,Office,10-Jan,Sandborn Insurance Maps,47.546957,-122.38671709999998
